file,dice,iou,precision,recall,count_err,steat_err,obj_f1,skipped_empty_empty
1004122_72.png,0.7854009186214939,0.6466338816345102,0.8552076791958126,0.7261301748102501,12.0,2.2900101701183413,0.6543209826009755,0
